id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,fips1,error1,fips2,error2,fips3,error3,fips4,error4,fips5,error5,fips6,error6,fips7,error7,fips8,error8,fips9,error9,fips10,error10,fips11,error11,fips12,error12,fips13,error13,fips14,error14
S001199,1964,1982,"Lancaster, Lancaster County, Pa.",1982,1984,"Annville, Pa.",1984.0,1991.0,"Lancaster, Pa.",2001,2005,"West Lampeter, Pa.",2005.0,2009,"West Lampeter, Pa.",2009,2016,(Pennsylvania state senate),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,42071,,42075,,42071,,42071,,42071,,,Not a location,,Not a location,,,,,,,,,,,,,,
S001200,1978,1996,"Ringwood, Passaic County, N.J.",1996,2000,"New Brunswick, N.J.",2000.0,2004.0,"Washington, D.C.",2007,2012,Florida (Florida state house of representatives),2012.0,2016,Florida (Florida state senate),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,34031,,34023,,11001,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
T000478,1961,1975,"New Hartford, Oneida County, N.Y.",1975,1979,"New Hartford, N.Y.",1979.0,1983.0,"Hamilton Township, N.Y.",1983,1987,"Cincinnati, Ohio",2011.0,2016,(member of the New York state assembly),2017,2019,(Congress),2021,present,(Congress),,,,,,,,,,,,,,,,,,,,,,36065,,36065,,,More than one matched place from Google,39061,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
E000298,1956,1970,"Topeka, Shawnee County, Kans.",1970,1973,"Union City, Tenn.",1973.0,1983.0,"Cookeville, Tenn.",1983,2005,(businessman; farmer),2005.0,2011,"Sedgwick County, Kans.",2011,2017,(Kansas state treasurer),2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,20177,,47131,,47141,,,Not a location,20173,,,Not a location,,Not a location,,,,,,,,,,,,,,
S001201,1962,1976,"Glen Cove, Nassau County, N.Y.",1976,1980,"Mineola, N.Y.",1980.0,1984.0,"Chestnut Hill, Mass.",1985,1989,"New York City, N.Y.",1989.0,1990,(law clerk for Chief Judge of the Eastern District of New York),1994,2001,"Glen Cove, N.Y.",2002,2009,"Nassau County, N.Y.",2017,2023,(Congress),,,,,,,,,,,,,,,,,,,36059,,36059,,25017,,36061,,,Not a location,36059,,36059,,,Not a location,,,,,,,,,,,,
H001078,1962,1976,"Washington, District of Columbia",1976,1980,"Upper Marlboro, Md.",1980.0,1982.0,"Largo, Md.",1982,1984,"Adelphi, Md.",2002.0,2003,"(staff, Governor Sonny Perdue of Georgia)",2003,2006,"Fulton County, Ga.",2007,2009,(Secretary of State of Georgia),2017,2019,(Congress),,,,,,,,,,,,,,,,,,,11001,,24033,,24033,,24033,,,Not a location,13121,,,Not a location,,Not a location,,,,,,,,,,,,
T000477,1979,1995,"Baltimore, Md.",1995,1997,"Mardela Springs, Md.",1997.0,2005.0,(United States Navy),2005,2013,"(various locations, real estate broker, entrepreneur, author)",2013.0,2014,"Cambridge, Mass.",2014,2016,(Virginia state house of delegates),2017,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,24510,,24045,,,Not a location,,Not a location,25017,,,Not a location,,Not a location,,,,,,,,,,,,,,
G000584,1961,1975,"San Diego, San Diego County, Calif.",1975,1979,"King of Prussia, Penn.",1979.0,1983.0,"Hoboken, N.J.",1983,2017,"(various locations, as an engineer and business owner)",2017.0,2021,(Congress),2021,present,Montana (as Governor),,,,,,,,,,,,,,,,,,,,,,,,,06073,,42091,,34017,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001114,1960,1974,"Ogden, Weber County, Utah",1974,1978,"Salt Lake City, Utah",1978.0,1979.0,"Salt Lake City, Utah",1979,1985,"Provo, Utah",1985.0,2009,(sales representative; business executive),2009,2017,"Provo, Utah",2017,present,(Congress),,,,,,,,,,,,,,,,,,,,,,49057,,49035,,49035,,49049,,,Not a location,49049,,,Not a location,,,,,,,,,,,,,,
L000588,1984,1998,"Washington, D.C.",1998,2002,"Pittsburgh, Pa.",2002.0,2006.0,"Philadelphia, Pa.",2006,2009,"Philadelphia, Pa.",2009.0,2013,(United States Marine Corps),2014,2017,(assistant United States attorney for the Western District of Pennsylvania),2018,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,11001,,42003,,42101,,42101,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
C001115,1975,1989,"Baton Rouge, East Baton Rouge Parish, La.",1989,1993,"Miamisburg, Ohio",1993.0,1997.0,"Tulsa, Okla.",1997,2018,"(Various locations, as a communications director and business owner)",2018.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,22033,,39113,,40143,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
B001306,1962,1980,"Zanesville, Muskingum County, Ohio",1980,1982,"Muskingum, Ohio",1982.0,1983.0,"Columbus, Ohio",1983,2009,(farmer; automobile dealer),2009.0,2011,(member of the Ohio state house of representatives),2011,2018,(member of the Ohio state senate),2018,present,(Congress),,,,,,,,,,,,,,,,,,,,,,39119,,,More than one matched place from Google,39049,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
H001082,1961,1976,Oklahoma,1976,1980,"Dover, Ark.",1980.0,1986.0,"Russellville, Ark.",1986,1999,"Little Rock, Ark.",2018.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,No county matched to string from Google,05115,,05115,,05119,,,Not a location,,,,,,,,,,,,,,,,,,
S001205,1959,1972,"Syracuse, Onondaga County, N.Y.",1972,1976,"Watertown, N.Y.",1976.0,1980.0,"Hamilton, N.Y.",1980,1984,"Philadelphia, Pa.",1984.0,1992,"(lawyer, private practice)",1992,2001,"(attorney, Education Law Center of Pennsylvania)",2007,2015,"Wallingford-Swarthmore, Pa.",2018,present,(Congress),,,,,,,,,,,,,,,,,,,36067,,36045,,,More than one matched place from Google,42101,,,Not a location,,Not a location,,More than one matched place from Google,,Not a location,,,,,,,,,,,,
G000585,1974,1989,"Fullerton, Orange County, Calif.",1989,1993,"Riverside, Calif.",1993.0,1996.0,"Riverside, Calif.",1996,1999,"Los Angeles, Calif.",1999.0,2003,"Cambridge, Mass.",2003,2009,"(staff, United States Representative Hilda Solis of California)",2009,2012,"(director, United Nurses Association of California)",2012,2017,(member of the California state assembly),2017,present,(Congress),,,,,,,,,,,,,,,,06059,,,More than one matched place from Google,,More than one matched place from Google,,More than one matched place from Google,25017,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
L000589,1958,1973,"Sheboygan, Sheboygan County, Wis.",1973,1977,"Kohler, Wis.",1977.0,1981.0,"Madison, Wis.",1981,2008,Arizona,2008.0,2014,(Arizona state house of representatives),2015,2018,(Arizona state senate),2018,present,(Congress),,,,,,,,,,,,,,,,,,,,,,55117,,55117,,55025,,,No county matched to string from Google,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
M001206,1957,1971,"Utica, Oneida County, N.Y.",1971,1975,"Irondequoit, N.Y.",1975.0,1986.0,"Geneseo, N.Y.",1984,1990,"Monroe County, N.Y.",1990.0,2018,New York state assembly,2018,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,36065,,36055,,36051,,36055,,36061,,,Not a location,,,,,,,,,,,,,,,,
W000826,1957,1974,"Wiesbaden, Germany",1974,1978,"Washington, D.C.",1978.0,1982.0,"Washington, D.C.",1982,2015,(private practice as a lawyer),2015.0,2018,"Allentown, Pa.",2018,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,11001,,11001,,,Not a location,42077,,,Not a location,,,,,,,,,,,,,,,,
J000303,1959,1977,"Detroit, Mich.",1977,1981,"Detroit, Mich.",1981.0,2005.0,"Detroit, Mich.",2005,2021,"Detroit, Mich.",2018.0,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,26163,,26163,,26163,,26163,,,Not a location,,,,,,,,,,,,,,,,,,
C001113,1964,1982,"Las Vegas, Nev.",1982,1986,(University of Nevada),1986.0,1990.0,(Gonzaga University School of Law),1990,2007,"Clark County, Nev.",2007.0,2015,(Attorney General of Nevada),2015,2016,(Nevada System of Higher Education),2016,2029,(United States Senate),,,,,,,,,,,,,,,,,,,,,,32003,,32031,,53063,,32003,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
H001075,1964,1982,"Oakland, Calif.",1982,1986,Howard University,1986.0,1989.0,"University of California, Hastings College of the Law",1990,1998,"Alameda County, Calif.",1998.0,2004,San Francisco District Attorney’s Office,2004,2011,San Francisco,2011,2016,California,2017,2021,(United States Senate),2021,Present,(Vice President),,,,,,,,,,,,,,,,06001,,11001,,06075,,06001,,06075,,06075,,,No county matched to string from Google,,Not a location,,Not a location,,,,,,,,,,
H001076,1958,1976,"Boston, Mass.",1976,1980,"Providence, R.I.",1980.0,1985.0,"Boston, Mass.",1985,2004,(attorney in New Hampshire),2004.0,2010,(New Hampshire state senate),2013,2016,(Governor of New Hampshire),2016,2029,(United States Senate),,,,,,,,,,,,,,,,,,,,,,25025,,44007,,25025,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
K000393,1951,1969,"Centreville, Miss.",1969,1973,Vanderbilt University,1973.0,1977.0,University of Virginia School of Law,1977,1979,"Oxford, England",1979.0,1996,Louisiana (as a lawyer and special counsel),1996,1999,Louisiana (as secretary of the state Department of Revenue),1999,2016,Louisiana (as state treasurer),2016,2029,(United States Senate),,,,,,,,,,,,,,,,,,,28157,,47037,,51540,,,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
S001202,1953,1971,"Birmingham, Ala.",1971,1975,Tulane University,1975.0,1979.0,Tulane University Law School,1981,2011,"Birmingham, Ala. (practice of law)",2011.0,2017,Alabama (attorney general),2017,2018,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,01073,,22071,,22071,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
J000300,1954,1972,"Fairfield, Ala.",1972,1976,University of Alabama,1976.0,1979.0,"Samford University, Cumberland School of Law",1979,1984,(staff counsel to Alabama senator Howell Heflin on the U.S. Senate Committee on the Judiciary; assistant U.S. attorney for the Northern District of Alabama),1984.0,1997,"Birmingham, Ala.",1997,2001,(U.S. attorney for the Northern District of Alabama),2018,2021,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,01125,,01073,,,Not a location,01073,,,Not a location,,Not a location,,,,,,,,,,,,,,
S001203,1958,1976,"Albuquerque, N.Mex.",1976,1980,"Stanford, Calif.",1980.0,1984.0,"Hanover, N.H.",1984,2015,"Minneapolis, Minn.",2015.0,2018,(Lieutenant Governor of Minnesota),2018,2027,(Senate),,,,,,,,,,,,,,,,,,,,,,,,,35001,,06085,,33009,,27053,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
H001079,1959,1977,"Brookhaven, Miss.",1977,1981,University of Southern Mississippi,1981.0,2000.0,(cattle farmer),2000,2012,(Mississippi state senate),2012.0,2018,(Mississippi state commissioner of agriculture and commerce),2018,2027,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,28085,,28035,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
M000687,1948,1968,"Baltimore, Md.",1968,1972,"Baltimore, Md.",1972.0,1976.0,"Baltimore, Md.",1976,1984,"Baltimore, Md.",1979.0,1986,"Baltimore, Md. (city council)",1987,1996,(Congress),1996,2004,(National Association for the Advancement of Colored People),2020,present,(Congress),,,,,,,,,,,,,,,,,,,24510,,24510,,24510,,24510,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
A000376,1983,1997,"Dallas, Dallas County, Tex.",1997,2001,"Dallas, Tex.",2001.0,2005.0,"Waco, Tex.",2010,2014,"Berkeley, Calif.",2016.0,2017,"(staff, United States Department of Housing and Urban Development)",2019,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,48113,,48113,,48309,,06001,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
A000377,1976,1991,"Dickinson, Stark County, N.Dak.",1991,1995,"Dickinson, N.Dak.",1995.0,2001.0,"Grand Forks, N.Dak.",2001,2003,"Grand Forks, N.Dak.",2003.0,2013,(lawyer; business executive),2013,2018,(North Dakota state senate),2015,2018,(North Dakota Republican Party),2019,present,(Congress),,,,,,,,,,,,,,,,,,,38089,,38089,,38035,,38035,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
A000378,1965,1979,"Grand Rapids, Kent County, Michigan",1979,1983,"West Des Moines, Iowa",1983.0,1987.0,"Iowa City, Iowa",1987,2002,"(staff, various Iowa departments)",2000.0,2002,"Evanston, Ill.",2019,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,26081,,19153,,19103,,,Not a location,17031,,,Not a location,,,,,,,,,,,,,,,,
B001307,1945,1963,"Fountain County, Ind.",1963,1967,"West Lafayette, Ind.",1967.0,1969.0,"West Lafayette, Ind.",1969,1975,"Lexington, Ky.",1975.0,2006,"(United States Army, farmer, small business owner)",2006,2010,"Putnam County, Ind.",2010,2018,(Indiana general assembly),2019,present,(Congress),,,,,,,,,,,,,,,,,,,18045,,18157,,18157,,21067,,,Not a location,18133,,,Not a location,,Not a location,,,,,,,,,,,,
B001308,1978,1992,"New Hartford, Oneida County, N.Y.",1992,1996,"Utica, N.Y.",1996.0,2000.0,"Loudonville, N.Y.",2000,2004,"Albany, N.Y.",2011.0,2018,"Utica, N.Y. (Utica school board, New York state assembly)",2019,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,36065,,36065,,36001,,36001,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
B001309,1964,1982,"Knoxville, Knox County, Tenn.",1982,1988,"Knoxville, Tenn.",1994.0,1998.0,(Tennessee state house of representatives),1998,2010,(Tennessee state senate),2010.0,2018,"(Mayor of Knox County, Tenn.)",2019,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,47093,,47093,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001117,1971,1985,"Dublin, Ireland",1985,1989,"Hartsdale, NY",1989.0,1993.0,"Middlebury, Vt.",1993,1998,"Hanover, N.H.",1998.0,2019,(businessman; scientist; consultant),2019,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,36119,,50001,,33009,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001123,1971,1989,"Torrance, Los Angeles County, Calif.",1989,1994,"Washington, D.C.",1994.0,2002.0,(United States Navy),2002,2004,"Denver, Colo.",2004.0,2015,(corporate manager; non-profit executive),2015,2019,"Providence, R.I.",2019,2021,(Congress),2021,present,"(Under Secretary of Defense for Personnel and Readiness, United States Department of Defense)",,,,,,,,,,,,,,,,,,,06037,,11001,,,Not a location,08031,,,Not a location,44007,,,Not a location,,Not a location,,,,,,,,,,,,
C001118,1972,1986,"Stillwater, Payne County, Okla.",1986,1990,"Lexington, Va.",1990.0,1994.0,"Lewiston, Me.",1994,2002,"(staff, United States Representative Bob Goodlatte of Virginia)",2002.0,2007,(marketing consultant),2007,2013,"Rockingham County, Va.",2002,2018,(member of the Virginia state house of delegates),2019,present,(Congress),,,,,,,,,,,,,,,,,,,40119,,51678,,23001,,,Not a location,,Not a location,51165,,,Not a location,,Not a location,,,,,,,,,,,,
C001124,1963,1981,"Walnut Creek, Contra Costa County, Calif.",1981,1986,"Reno, Nev.",1986.0,1999.0,"Dallas, Tex.",2019,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06013,,32031,,48113,,,Not a location,,,,,,,,,,,,,,,,,,,,
C001119,1972,1986,"West Helena, Phillips County, Arkansas",1986,1990,"Jonesboro, Ark.",1990.0,1994.0,"Memphis, Tenn.",1994,2019,"(Various locations, roles as journalist and healthcare company manager)",2019.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,05031,,47157,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
C001120,1984,2002,"Aberdeen, Scotland",2002,2006,"Medford, Mass.",2006.0,2016.0,(United States Navy),2016,2017,"Cambridge, Mass.",2019.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25017,,,Not a location,25017,,,Not a location,,,,,,,,,,,,,,,,,,
C001121,1979,1997,"Madison, Dane County, Wisc.",1997,2002,"Madison, Wisc.",2002.0,2006.0,(United States Army),2006,2009,"Denver, Colo.",2019.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,55025,,55025,,,Not a location,08031,,,Not a location,,,,,,,,,,,,,,,,,,
C001122,1982,2000,"Caldwell County, Ky.",2000,2002,"Charleston, S.C.",2002.0,2005.0,"Boca Raton, Fla.",2005,2014,"Highland Heights, Ky.",2019.0,2021,(Congress),2022,,South Carolina (Governor Candidate),,,,,,,,,,,,,,,,,,,,,,,,,21033,,45019,,12099,,21037,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
D000629,1980,1996,"Frankfurt, Germany",1996,1998,"Leavenworth, Kans.",1998.0,2000.0,"Lawrence, Kans.",2000,2003,"Overland Park, Kans.",2003.0,2007,"Kansas City, Mo.",2007,2010,"Ithaca, N.Y.",2010,2016,"(various locations as a lawyer, business owner, non-profit executive, professional athlete)",2016,2017,(White House Fellow),2019,present,(Congress),,,,,,,,,,,,,,,,,,20103,,20045,,20091,,29095,,36109,,,Not a location,,Not a location,,Not a location,,,,,,,,,,
D000631,1959,1973,"Philadelphia, Philadelphia County, Pa.",1973,1977,"Abington, Pa.",1977.0,1981.0,"Philadelphia, Pa.",1981,1984,"Chester, Pa.",1984.0,2001,"(lawyer, private practice)",2001,2012,"Philadelphia, Pa.",2012,2018,(Pennsylvania state house of representatives),2019,present,(Congress),,,,,,,,,,,,,,,,,,,,More than one matched place from Google,42091,,42101,,42045,,,Not a location,42101,,,Not a location,,Not a location,,,,,,,,,,,,
D000630,1977,1991,"Schenectady, Schenectady County, N.Y.",1991,1995,"Schenectady, N.Y.",1995.0,1999.0,"Hamilton, N.Y.",1999,2001,"Oxford, England",2001.0,2005,"Cambridge, Mass.",2019,2022,(Congress),2022,present,(Lieutenant governor of New York),,,,,,,,,,,,,,,,,,,,,,36093,,36093,,,More than one matched place from Google,,,25017,,,Not a location,,Not a location,,,,,,,,,,,,,,
E000299,1969,1983,"El Paso, El Paso County, Tex.",1983,1987,"El Paso, Tex.",1987.0,1991.0,"El Paso, Tex.",1991,1993,"New York, N.Y.",1993.0,2006,"El Paso, Tex.",2006,2010,"El Paso County, Tex.",2011,2017,"El Paso County, Tex.",2019,present,(Congress),,,,,,,,,,,,,,,,,,,48141,,48141,,48141,,36061,,48141,,48141,,48141,,,Not a location,,,,,,,,,,,,
F000467,1988,2003,"Dubuque, Dubuque County, Iowa",2003,2007,"Dubuque, Iowa",2006.0,2006.0,(U.S. Capitol Page School),2007,2011,"Des Moines, Iowa",2011.0,2015,"(legislative assistant; staff, Iowa state house)",2015,2019,(member of the Iowa state house),2019,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,19061,,19061,,11001,,19153,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
F000468,1975,1989,"Houston, Harris County, Tex.",1989,1993,"Houston, Tex.",1993.0,1997.0,"Gambier, Ohio",1997,2006,"Williamsburg, Va.",2019.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,48201,,48201,,39083,,51830,,,Not a location,,,,,,,,,,,,,,,,,,
F000469,1962,1976,"Boise, Ada County, Idaho",1976,1980,"Meridian, Idaho",1980.0,1984.0,"Boise, Idaho",1984,1988,"Boise, Idaho",2005.0,2014,(Idaho state senate),2019,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,16001,,16001,,16001,,16001,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
G000586,1956,1970,"Durango, Mexico",1970,1974,"Chicago, Ill.",1974.0,1999.0,"Chicago, Ill.",1999,2002,"Chicago, Ill.",1984.0,2000,"Cook County, Ill.",1986,1993,"Chicago, Ill.",1993,1998,Illinois,2011,2019,"Cook County, Ill.",2019,present,(Congress),,,,,,,,,,,,,,,,,More than one matched place from Google,17031,,17031,,17031,,17031,,17031,,,No county matched to string from Google,17031,,,Not a location,,,,,,,,,,
G000587,1950,1964,"San Diego, Duval County, Tex.",1964,1968,"Ben Bolt, Tex.",1968.0,1972.0,"Denton, Tex.",1972,1978,"Houston, Tex.",1983.0,1998,"Houston, Tex.",1998,2003,"Houston, Tex.",2003,2010,"Harris County, Tex.",2013,2018,(Texas state senate),2019,present,(Congress),,,,,,,,,,,,,,,,48131,,48249,,48121,,48201,,48201,,48201,,48201,,,Not a location,,Not a location,,,,,,,,,,
G000592,1982,1998,"Lewiston, Androscoggin County, Maine",1998,2001,"Turner, Maine",2001.0,2002.0,"Farmington, Maine",2002,2006,(United States Marines Corps),2006.0,2011,"Lewiston, Maine",2011,2012,"(staff, United States Senate Committee on Homeland Security and Governmental Affairs)",2013,,"(staff, United States Senator Susan Collins of Maine)",2013,2014,"(staff, Maine state house of representatives)",2014,2019,(member of the Maine state house of representatives),2019,present,(Congress),,,,,,,,,,,,,23001,,23001,,23007,,,Not a location,23001,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,
