id,bio,api_out
M001226,"a Representative from New Jersey; born in Hudson County, N.J., July 12, 1985; graduated from the Hudson School, Hoboken, N.J., 2003; B.A., University of North Carolina, Chapel Hill, N.C., 2008; J.D., Rutgers Law School, Newark, N.J., 2011; lawyer, private practice; member of the Port Authority of New York and New Jersey board of commissioners, 2021-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1985-2003 | Hudson County, N.J.
2003-2008 | Chapel Hill, N.C.
2008-2011 | Newark, N.J.
2011-2021 | Private practice
2021-2022 | Port Authority of New York and New Jersey
2023-present | Congress"
M001222,"a Representative from Ohio; born in Ohio, November 13, 1988; graduated from Shaker Heights High School, Shaker Heights, Ohio, 2007; attended University of Arizona, Tucson, Ariz.; B.A., Cleveland State University, Cleveland, Ohio, 2013; United States Marine Corps Reserve, 2013-2019; campaign staff, presidential election of Donald J. Trump, 2016; staff, President Donald J. Trump, 2017-2021; elected as a Republican to the One Hundred Eighteenth Congress (January 2023-present).","Time Period | Location
--- | ---
1988-2007 | Shaker Heights, Ohio
2007-2011 | Tucson, Ariz.
2011-2013 | Cleveland, Ohio
2013-2019 | United States Marine Corps Reserve
2016 | Campaign staff for presidential election of Donald J. Trump
2017-2021 | Staff for President Donald J. Trump
2023-present | Congress"
M001221,"a Representative from New York; born in Yonkers, Westchester County, N.Y., October 8, 1975; graduated from Red Hook High School, Red Hook, N.Y.; A.A., Dutchess Community College, Poughkeepsie, N.Y., 2001; member of the Tivoli, N.Y., board of trustees, 1994; mayor of Tivoli, N.Y., 1995-2007; member of the Dutchess County, N.Y., legislature, 1999-2006; member of the New York state assembly, 2007-2011; Dutchess County, N.Y., county executive, 2012-2022; unsuccessful candidate for Governor of New York in 2018; unsuccessful candidate for special election to the One Hundred Seventeenth Congress in 2022; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1975-1994 | Yonkers, Westchester County, N.Y.
1994-2007 | Tivoli, N.Y.
2001-2006 | Poughkeepsie, N.Y.
2007-2011 | New York state assembly
2012-2022 | Dutchess County, N.Y.
2023-present | Congress"
M001216,"a Representative from Florida; born in Winter Haven, Polk County, Fla., July 13, 1980; A.A., Florida State College, Jacksonville, Fla., 2005; B.S., American Military University, Charles Town, W. Va., 2010; United States Army; defense contractor; business owner; security advisor; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023&ndash;present).","Time Period | Location
--- | ---
1980-2005 | Winter Haven, Polk County, Fla.
2005-2010 | Jacksonville, Fla.
2010-2023 | Charles Town, W. Va.
2023-present | Congress"
M001224,"a Representative from Texas; born on September 23, 1974; graduated from Whitehouse High School, Whitehouse, Tex., 1993; attended the United States Military Academy, West Point, N.Y.; B.A., Texas Tech University, Lubbock, Tex., 1997; M.B.A., Texas Tech University, Lubbock, Tex., 1998; J.D., Texas Tech University, Lubbock, Tex., 2002; teaching assistant; business owner; lawyer, private practice; member of the Tyler, Tex., city council, 2005-2009, mayor pro tem, 2009; county judge, Smith County, Tex., 2016-2022; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1974-1993 | Whitehouse, Tex.
1993-1997 | West Point, N.Y.
1997-2002 | Lubbock, Tex.
2002-2022 | Private practice and business owner
2005-2009 | Tyler, Tex.
2016-2022 | Smith County, Tex.
2023-present | Congress"
M001217,"a Representative from Florida; born in Coral Springs, Broward County, Fla., December 18, 1980; graduated from Marjory Stoneman Douglas High School, Parkland, Fla., 1999; B.A., George Washington University, Washington, D.C., 2003; J.D., Nova Southeastern University, Davie, Fla., 2007; campaign staff; lawyer, private practice; business executive; Parkland, Fla., city commissioner, 2006-2012; member of the Florida state house of representatives, 2012-2019; director of the Florida department of emergency management, 2019-2021; Broward County, Fla., commissioner, 2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023&ndash;present).","Time Period | Location
--- | ---
1980-1999 | Coral Springs, Broward County, Fla.
1999-2003 | Washington, D.C.
2003-2007 | Davie, Fla.
2007-2021 | Private practice and various locations in Florida
2012-2019 | Florida state house of representatives
2019-2021 | Director of Florida department of emergency management
2022-present | Broward County, Fla."
M001225,"a Representative from California; born in San Mateo County, Calif., June 15, 1970; graduated from Junipero Serra High School, San Mateo, Calif., 1988; B.A., University of San Francisco, San Francisco, Calif., 1992; M.P.A., San Francisco State University, San Francisco, Calif., 1998; entrepreneur; staff, California state senator Karen Lorraine Jacqueline (Jackie) Speier, 1998-2001; member of the South San Francisco, Calif., city council, 2007-2012; Mayor of South San Francisco, Calif., 2010-2011; commissioner, Calif. Metropolitan Transportation Commission, 2011-2012; member of the California state assembly, 2012-2022, speaker pro tempore, 2014-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1970-1988 | San Mateo County, Calif.
1988-1992 | San Francisco, Calif.
1992-1998 | San Francisco, Calif.
1998-2001 | California state senator's staff
2007-2012 | South San Francisco, Calif.
2010-2011 | Mayor of South San Francisco, Calif.
2011-2012 | Calif. Metropolitan Transportation Commission
2012-2022 | California state assembly
2023-present | Congress"
N000194,"a Representative from North Carolina; born in Fresno County, Calif., November 23, 1975; graduated from Francis W. Parker School, Chicago Ill.; B.A., Tulane University, New Orleans, La., 1998; J.D., Pepperdine University, Malibu, Calif., 2005; lawyer, private practice; staff, office of Vice President Albert Gore, Jr., White House, 1998-1999; staff, presidential campaign of Albert Gore, Jr., 1999-2000; campaign staff, United States Representative Dennis Cardoza of California, 2001-2002; business owner; deputy district attorney, office of district attorney, Merced County, Calif., 2006; staff, White House, 2009-2011; member of the North Carolina state senate, 2019-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1975-1994 | Fresno County, Calif.
1994-1998 | Chicago, Ill.
1998-1999 | White House
1999-2000 | Presidential campaign
2001-2002 | California
2002-2005 | Malibu, Calif.
2005-2006 | Private practice
2006-2009 | Merced County, Calif.
2009-2011 | White House
2019-2022 | North Carolina state senate
2023-present | Congress"
N000193,"a Representative from Iowa, born in Story City, Story County, Iowa, May 4, 1979; graduated from Southeast Polk High School, Pleasant Hill, Iowa, 1998; B.A., Drake University, Des Moines, Iowa, 2002; M.S., Air Command and Staff College, Montgomery, Alabama; M. St., Cambridge University, Cambridge, England, 2007; United States Air Force; Iowa Air National Guard; staff, United States Senator Charles Ernest Grassley of Iowa, 2003; staff, National Security Council; staff, Office of the Director of National Intelligence; cybersecurity consultant; adjunct professor, Drake University; member of the Iowa state house of representatives, 2015-2019; member of the Iowa state senate, 2019-2023; elected as a Republican to the One Hundred Eighteenth Congress (January 2023-present).","Time Period | Location
--- | ---
1979-1998 | Story City, Story County, Iowa
1998-2002 | Pleasant Hill, Iowa
2002-2003 | Des Moines, Iowa
2003-2007 | Montgomery, Alabama
2007-2021 | Cambridge, England
2003-2021 | United States Air Force, Iowa Air National Guard, Staff of Senator Charles Ernest Grassley, National Security Council, Office of the Director of National Intelligence, cybersecurity consultant, adjunct professor at Drake University
2015-2019 | Iowa state house of representatives
2019-2023 | Iowa state senate
2023-present | Congress"
O000175,"a Representative from Tennessee; born in Nashville, Davidson County, Tenn., June 18, 1971; graduated from Franklin High School, Franklin, Tenn., 1990; B.S., Middle Tennessee State University, Murfreesboro, Tenn., 2007; business owner; nonprofit executive; professional advocate; unsuccessful candidate for nomination to the One Hundred Eighth Congress in 2002; campaign staff, presidential campaign of Newton Leroy Gingrich, 2012; Mayor of Maury County, Tenn., 2018-2022; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1971-1990 | Nashville, Davidson County, Tenn.
1990-2007 | Murfreesboro, Tenn.
2007-2012 | (unknown)
2012-2018 | (unknown)
2018-2022 | Maury County, Tenn.
2023-present | (unknown)"
G000600,"a Representative from Washington; born in Harris County, Tex., June 4, 1988; B.A., Reed College, Portland, Oreg., 2013; small business owner; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1988-2013 | Harris County, Tex. and Portland, Oreg.
2013-2023 | (unknown)
2023-present | (currently serving in Congress)"
P000620,"a Representative from Colorado; born in Colorado, December 6, 1981; graduated from Chatfield Senior High School, Ken Caryl, Colo., 2000; B.A., Metropolitan State University of Denver, Denver, Colo., 2006; nonprofit executive; member of the Colorado state house of representatives, 2013-2018, majority whip; member of the Colorado state senate, 2019-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023 &ndash; present).","Time Period | Location
--- | ---
1981-2000 | Ken Caryl, Colo.
2000-2006 | Denver, Colo.
2006-2013 | Denver, Colo.
2013-2018 | Colorado state house of representatives
2019-2022 | Colorado state senate
2023-present | Congress"
R000617,"a Representative from Illinois; born in Chicago, Cook County, Ill., June 2, 1983; graduated from St. Gregory High School, Chicago, Ill., 2001; B.A., Northeastern Illinois University, Chicago, Ill.; nonprofit executive; member of the Illinois state house of representatives, 2019-2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 2023-present).","Time Period | Location
--- | ---
1983-2001 | Chicago, Cook County, Ill.
2001-2019 | Chicago, Ill.
2019-2022 | Illinois state house of representatives
2023-present | Congress"
S001224,"a Representative from Texas; born in Philadelphia, Philadelphia County, Pa., March 20, 1953; graduated from Tascosa High School, Amarillo, Tex., 1971; B.S., United States Military Academy, West Point, N.Y., 1975; M.A., University of Southern California, Los Angeles, Calif., 1981; attended the United States Army Command and General Staff College, Leavenworth, Kans.; United States Army, 1975-1999, 2002-2003; defense contractor; county judge, Collin County, Tex., 2007-2018; unsuccessful candidate for nomination to the One Hundred Eighth Congress in 2002; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
--- | ---
1953-1971 | Philadelphia, Philadelphia County, Pa.
1971-1975 | Amarillo, Tex.
1975-1981 | West Point, N.Y.
1981-1999 | (United States Army)
1999-2002 | (Unknown)
2002-2003 | (United States Army)
2003-2007 | (Unknown)
2007-2018 | Collin County, Tex.
2018-2023 | (Unknown)
2023-present | Congress"
S001225,"a Representative from Illinois; born in Rockford, Winnebago County, Ill., March 18, 1976; graduated from Boylan Central Catholic High School, Rockford, Ill., 1994; B.S., Northern Illinois University, DeKalb, Ill., 1999; meteorologist; elected as a Democrat to the One Hundred Eighteenth Congress (January 2023-present).","Time Period | Location
--- | ---
1976-1994 | Rockford, Winnebago County, Ill.
1994-1999 | DeKalb, Ill.
1999-2023 | (Career as a meteorologist)
2023-present | Congress"
S001226,"a Representative from Oregon; born in San Mateo County, Calif., December 6, 1969; B.A., University of California, Berkeley, Calif., 1994; consultant; public advocate; trade unionist; staff, United States Senator Harry Reid of Nevada, 1996-1997; staff, United States Representative Fortney Hillman (Pete) Stark Jr. of California, 1997-2003; staff, United States Representative Darlene Hooley of Oregon, 2006-2008; member of the Oregon state house of representatives, 2017-2023, majority whip, 2021; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present).","Time Period | Location
